2022-04-19 15:05:44 train.py[line:151] INFO YuiConfigPro(RANDOM_SEED=233, DATASET_DIR='D:/A日常/大学/毕业设计/dataset/maestro-v3.0.0/', DATAMETA_NAME='maestro-v3.0.0_tinymp3.csv', WORKSPACE='D:/A日常/大学/毕业设计/code/yui/', MAX_INPUTS_LENGTH=512, MAX_TARGETS_LENGTH=1024, PROGRAM_GRANULARITY='flat', SAMPLE_RATE=16000, FRAME_SIZE=128, HOP_WIDTH=128, NUM_MEL_BINS=256, FFT_SIZE=2048, MEL_LO_HZ=20.0, MEL_HI_HZ=8000.0, PAD_ID=0, ENCODED_EOS_ID=1, ENCODED_UNK_ID=2, EXTRA_IDS=100, DECODED_EOS_ID=-1, DECODED_INVALID_ID=-2, STEPS_PER_SECOND=100, MAX_SHIFT_SECONDS=10, NUM_VELOCITY_BINS=127, CUDA=True, BATCH_SIZE=4, NUM_WORKERS=3, NUM_EPOCHS=160, TRAIN_ITERATION=600, LEARNING_RATE=0.001, OVERFIT_PATIENCE=8)
2022-04-19 15:05:44 train.py[line:153] INFO Using GPU.
2022-04-19 15:05:44 train.py[line:154] INFO GPU number: 1
2022-04-19 15:05:44 train.py[line:177] INFO The model has 4,641,792 trainable parameters
2022-04-19 15:05:45 train.py[line:225] INFO resume training with epoch=60, lr=0.002
2022-04-19 15:05:45 train.py[line:255] INFO -------train loop starts, start_time=1650351945.724s-------
2022-04-19 15:06:02 train.py[line:78] INFO train: epoch=60, iteration=20, loss=2.1497278213500977, lr=[0.002], in 17.223s
2022-04-19 15:07:23 train.py[line:78] INFO train: epoch=60, iteration=380, loss=1.7387301921844482, lr=[0.002], in 4.483s
2022-04-19 15:07:27 train.py[line:78] INFO train: epoch=60, iteration=400, loss=4.391015529632568, lr=[0.002], in 4.479s
2022-04-19 15:07:32 train.py[line:78] INFO train: epoch=60, iteration=420, loss=4.2116851806640625, lr=[0.002], in 4.480s
2022-04-19 15:07:36 train.py[line:78] INFO train: epoch=60, iteration=440, loss=3.1921167373657227, lr=[0.002], in 4.476s
2022-04-19 15:07:41 train.py[line:78] INFO train: epoch=60, iteration=460, loss=2.2321512699127197, lr=[0.002], in 4.481s
2022-04-19 15:07:45 train.py[line:78] INFO train: epoch=60, iteration=480, loss=4.281544208526611, lr=[0.002], in 4.484s
2022-04-19 15:07:50 train.py[line:78] INFO train: epoch=60, iteration=500, loss=4.2310662269592285, lr=[0.002], in 4.483s
2022-04-19 15:07:54 train.py[line:78] INFO train: epoch=60, iteration=520, loss=2.5897977352142334, lr=[0.002], in 4.479s
2022-04-19 15:07:59 train.py[line:78] INFO train: epoch=60, iteration=540, loss=2.876821279525757, lr=[0.002], in 4.477s
2022-04-19 15:08:03 train.py[line:78] INFO train: epoch=60, iteration=560, loss=4.104773998260498, lr=[0.002], in 4.480s
2022-04-19 15:08:08 train.py[line:78] INFO train: epoch=60, iteration=580, loss=3.562189817428589, lr=[0.002], in 4.484s
2022-04-19 15:08:12 train.py[line:78] INFO train: epoch=60, iteration=600, loss=2.582730293273926, lr=[0.002], in 4.477s
2022-04-19 15:08:13 train.py[line:86] INFO -------train exits, epoch=60-------
2022-04-19 15:08:30 train.py[line:78] INFO train: epoch=61, iteration=20, loss=4.832431793212891, lr=[0.002], in 17.031s
2022-04-19 15:08:34 train.py[line:78] INFO train: epoch=61, iteration=40, loss=4.6121697425842285, lr=[0.002], in 4.493s
2022-04-19 15:08:39 train.py[line:78] INFO train: epoch=61, iteration=60, loss=5.213118076324463, lr=[0.002], in 4.475s
2022-04-19 15:08:43 train.py[line:78] INFO train: epoch=61, iteration=80, loss=5.335153579711914, lr=[0.002], in 4.471s
2022-04-19 15:08:48 train.py[line:78] INFO train: epoch=61, iteration=100, loss=4.987427234649658, lr=[0.002], in 4.486s
2022-04-19 15:08:52 train.py[line:78] INFO train: epoch=61, iteration=120, loss=4.8544230461120605, lr=[0.002], in 4.535s
2022-04-19 15:08:57 train.py[line:78] INFO train: epoch=61, iteration=140, loss=5.246623992919922, lr=[0.002], in 4.864s
2022-04-19 15:09:02 train.py[line:78] INFO train: epoch=61, iteration=160, loss=4.380212306976318, lr=[0.002], in 4.471s
2022-04-19 15:09:07 train.py[line:78] INFO train: epoch=61, iteration=180, loss=4.481543064117432, lr=[0.002], in 5.385s
2022-04-19 15:09:12 train.py[line:78] INFO train: epoch=61, iteration=200, loss=4.398536205291748, lr=[0.002], in 4.496s
2022-04-19 15:09:16 train.py[line:78] INFO train: epoch=61, iteration=220, loss=4.431355953216553, lr=[0.002], in 4.486s
2022-04-19 15:09:21 train.py[line:78] INFO train: epoch=61, iteration=240, loss=4.576335906982422, lr=[0.002], in 4.479s
2022-04-19 15:09:25 train.py[line:78] INFO train: epoch=61, iteration=260, loss=4.296289443969727, lr=[0.002], in 4.486s
2022-04-19 15:09:29 train.py[line:78] INFO train: epoch=61, iteration=280, loss=4.222900867462158, lr=[0.002], in 4.481s
2022-04-19 15:09:34 train.py[line:78] INFO train: epoch=61, iteration=300, loss=4.461606025695801, lr=[0.002], in 4.484s
2022-04-19 15:09:38 train.py[line:78] INFO train: epoch=61, iteration=320, loss=4.455161094665527, lr=[0.002], in 4.483s
2022-04-19 15:09:43 train.py[line:78] INFO train: epoch=61, iteration=340, loss=4.316005706787109, lr=[0.002], in 4.484s
2022-04-19 15:09:47 train.py[line:78] INFO train: epoch=61, iteration=360, loss=4.38695764541626, lr=[0.002], in 4.491s
2022-04-19 15:09:52 train.py[line:78] INFO train: epoch=61, iteration=380, loss=4.4579386711120605, lr=[0.002], in 4.490s
2022-04-19 15:09:56 train.py[line:78] INFO train: epoch=61, iteration=400, loss=4.228616714477539, lr=[0.002], in 4.495s
2022-04-19 15:10:01 train.py[line:78] INFO train: epoch=61, iteration=420, loss=4.1173882484436035, lr=[0.002], in 4.486s
2022-04-19 15:10:05 train.py[line:78] INFO train: epoch=61, iteration=440, loss=4.510601997375488, lr=[0.002], in 4.479s
2022-04-19 15:10:10 train.py[line:78] INFO train: epoch=61, iteration=460, loss=4.411862850189209, lr=[0.002], in 4.480s
2022-04-19 15:10:14 train.py[line:78] INFO train: epoch=61, iteration=480, loss=4.18571662902832, lr=[0.002], in 4.478s
2022-04-19 15:10:19 train.py[line:78] INFO train: epoch=61, iteration=500, loss=4.480928421020508, lr=[0.002], in 4.484s
2022-04-19 15:10:23 train.py[line:78] INFO train: epoch=61, iteration=520, loss=4.426168441772461, lr=[0.002], in 4.478s
2022-04-19 15:10:28 train.py[line:78] INFO train: epoch=61, iteration=540, loss=4.2516937255859375, lr=[0.002], in 4.758s
2022-04-19 15:10:33 train.py[line:78] INFO train: epoch=61, iteration=560, loss=4.126621723175049, lr=[0.002], in 4.587s
2022-04-19 15:10:38 train.py[line:78] INFO train: epoch=61, iteration=580, loss=4.7278642654418945, lr=[0.002], in 5.154s
2022-04-19 15:10:42 train.py[line:78] INFO train: epoch=61, iteration=600, loss=4.405888080596924, lr=[0.002], in 4.476s
2022-04-19 15:10:43 train.py[line:86] INFO -------train exits, epoch=61-------
2022-04-19 15:11:00 train.py[line:78] INFO train: epoch=61, iteration=20, loss=4.038640022277832, lr=[0.002], in 17.469s
2022-04-19 15:11:05 train.py[line:78] INFO train: epoch=61, iteration=40, loss=4.490952491760254, lr=[0.002], in 4.466s
2022-04-19 15:11:09 train.py[line:78] INFO train: epoch=61, iteration=60, loss=4.413145065307617, lr=[0.002], in 4.466s
2022-04-19 15:11:14 train.py[line:78] INFO train: epoch=61, iteration=80, loss=4.167300224304199, lr=[0.002], in 4.465s
2022-04-19 15:11:18 train.py[line:78] INFO train: epoch=61, iteration=100, loss=4.102926731109619, lr=[0.002], in 4.469s
2022-04-19 15:11:23 train.py[line:78] INFO train: epoch=61, iteration=120, loss=4.739162921905518, lr=[0.002], in 4.677s
2022-04-19 15:11:27 train.py[line:78] INFO train: epoch=61, iteration=140, loss=4.3406662940979, lr=[0.002], in 4.536s
2022-04-19 15:11:32 train.py[line:78] INFO train: epoch=61, iteration=160, loss=4.133963584899902, lr=[0.002], in 4.468s
2022-04-19 15:11:36 train.py[line:78] INFO train: epoch=61, iteration=180, loss=4.3182220458984375, lr=[0.002], in 4.476s
2022-04-19 15:11:41 train.py[line:78] INFO train: epoch=61, iteration=200, loss=4.41309118270874, lr=[0.002], in 4.477s
2022-04-19 15:11:46 train.py[line:78] INFO train: epoch=61, iteration=220, loss=4.018125057220459, lr=[0.002], in 4.784s
2022-04-19 15:11:50 train.py[line:78] INFO train: epoch=61, iteration=240, loss=4.309863567352295, lr=[0.002], in 4.491s
2022-04-19 15:11:55 train.py[line:78] INFO train: epoch=61, iteration=260, loss=4.400308609008789, lr=[0.002], in 4.491s
2022-04-19 15:12:00 train.py[line:78] INFO train: epoch=61, iteration=280, loss=4.058084011077881, lr=[0.002], in 4.837s
2022-04-19 15:12:04 train.py[line:78] INFO train: epoch=61, iteration=300, loss=3.854142189025879, lr=[0.002], in 4.474s
2022-04-19 15:12:08 train.py[line:78] INFO train: epoch=61, iteration=320, loss=4.319197177886963, lr=[0.002], in 4.474s
2022-04-19 15:12:13 train.py[line:78] INFO train: epoch=61, iteration=340, loss=4.349842071533203, lr=[0.002], in 4.497s
2022-04-19 15:12:17 train.py[line:78] INFO train: epoch=61, iteration=360, loss=4.019360542297363, lr=[0.002], in 4.475s
2022-04-19 15:12:22 train.py[line:78] INFO train: epoch=61, iteration=380, loss=4.252192497253418, lr=[0.002], in 4.477s
2022-04-19 15:12:26 train.py[line:78] INFO train: epoch=61, iteration=400, loss=4.475216865539551, lr=[0.002], in 4.477s
2022-04-19 15:12:31 train.py[line:78] INFO train: epoch=61, iteration=420, loss=3.919320821762085, lr=[0.002], in 4.479s
2022-04-19 15:12:35 train.py[line:78] INFO train: epoch=61, iteration=440, loss=3.784789562225342, lr=[0.002], in 4.477s
2022-04-19 15:12:40 train.py[line:78] INFO train: epoch=61, iteration=460, loss=4.42518424987793, lr=[0.002], in 4.479s
2022-04-19 15:12:44 train.py[line:78] INFO train: epoch=61, iteration=480, loss=4.328919410705566, lr=[0.002], in 4.475s
2022-04-19 15:12:49 train.py[line:78] INFO train: epoch=61, iteration=500, loss=3.9788260459899902, lr=[0.002], in 4.494s
2022-04-19 15:12:54 train.py[line:78] INFO train: epoch=61, iteration=520, loss=4.363691329956055, lr=[0.002], in 4.919s
2022-04-19 15:12:58 train.py[line:78] INFO train: epoch=61, iteration=540, loss=4.34362268447876, lr=[0.002], in 4.478s
2022-04-19 15:13:03 train.py[line:78] INFO train: epoch=61, iteration=560, loss=4.093568801879883, lr=[0.002], in 4.477s
2022-04-19 15:13:07 train.py[line:78] INFO train: epoch=61, iteration=580, loss=3.8839311599731445, lr=[0.002], in 4.477s
2022-04-19 15:13:12 train.py[line:78] INFO train: epoch=61, iteration=600, loss=4.60060977935791, lr=[0.002], in 4.474s
2022-04-19 15:13:12 train.py[line:86] INFO -------train exits, epoch=61-------
2022-04-19 15:13:30 train.py[line:78] INFO train: epoch=61, iteration=20, loss=4.287058353424072, lr=[0.002], in 18.133s
2022-04-19 15:13:35 train.py[line:78] INFO train: epoch=61, iteration=40, loss=3.756159543991089, lr=[0.002], in 4.468s
2022-04-19 15:13:39 train.py[line:78] INFO train: epoch=61, iteration=60, loss=4.433863639831543, lr=[0.002], in 4.468s
2022-04-19 15:13:44 train.py[line:78] INFO train: epoch=61, iteration=80, loss=4.3075995445251465, lr=[0.002], in 4.468s
2022-04-19 15:13:48 train.py[line:78] INFO train: epoch=61, iteration=100, loss=4.116678714752197, lr=[0.002], in 4.483s
2022-04-19 15:13:53 train.py[line:78] INFO train: epoch=61, iteration=120, loss=3.716966390609741, lr=[0.002], in 4.476s
2022-04-19 15:13:57 train.py[line:78] INFO train: epoch=61, iteration=140, loss=4.600937843322754, lr=[0.002], in 4.484s
2022-04-19 15:14:02 train.py[line:78] INFO train: epoch=61, iteration=160, loss=4.200028419494629, lr=[0.002], in 4.493s
2022-04-19 15:14:06 train.py[line:78] INFO train: epoch=61, iteration=180, loss=3.7227437496185303, lr=[0.002], in 4.497s
2022-04-19 15:14:11 train.py[line:78] INFO train: epoch=61, iteration=200, loss=4.240939617156982, lr=[0.002], in 4.488s
2022-04-19 15:14:15 train.py[line:78] INFO train: epoch=61, iteration=220, loss=4.393645286560059, lr=[0.002], in 4.491s
2022-04-19 15:14:20 train.py[line:78] INFO train: epoch=61, iteration=240, loss=3.8855981826782227, lr=[0.002], in 4.490s
2022-04-19 15:14:24 train.py[line:78] INFO train: epoch=61, iteration=260, loss=4.309349060058594, lr=[0.002], in 4.490s
2022-04-19 15:14:29 train.py[line:78] INFO train: epoch=61, iteration=280, loss=4.401237487792969, lr=[0.002], in 4.488s
2022-04-19 15:14:33 train.py[line:78] INFO train: epoch=61, iteration=300, loss=3.875875949859619, lr=[0.002], in 4.494s
2022-04-19 15:14:38 train.py[line:78] INFO train: epoch=61, iteration=320, loss=3.5019006729125977, lr=[0.002], in 4.485s
2022-04-19 15:14:42 train.py[line:78] INFO train: epoch=61, iteration=340, loss=4.207592964172363, lr=[0.002], in 4.497s
2022-04-19 15:14:47 train.py[line:78] INFO train: epoch=61, iteration=360, loss=4.334486961364746, lr=[0.002], in 4.491s
2022-04-19 15:14:51 train.py[line:78] INFO train: epoch=61, iteration=380, loss=3.772246837615967, lr=[0.002], in 4.499s
2022-04-19 15:14:56 train.py[line:78] INFO train: epoch=61, iteration=400, loss=4.121906280517578, lr=[0.002], in 4.485s
2022-04-19 15:15:01 train.py[line:78] INFO train: epoch=61, iteration=420, loss=4.390355110168457, lr=[0.002], in 5.011s
2022-04-19 15:15:05 train.py[line:78] INFO train: epoch=61, iteration=440, loss=3.8748843669891357, lr=[0.002], in 4.635s
2022-04-19 15:15:10 train.py[line:78] INFO train: epoch=61, iteration=460, loss=3.5496842861175537, lr=[0.002], in 4.502s
2022-04-19 15:15:14 train.py[line:78] INFO train: epoch=61, iteration=480, loss=4.33210563659668, lr=[0.002], in 4.495s
2022-04-19 15:15:19 train.py[line:78] INFO train: epoch=61, iteration=500, loss=4.297947883605957, lr=[0.002], in 4.503s
2022-04-19 15:15:23 train.py[line:78] INFO train: epoch=61, iteration=520, loss=3.773348569869995, lr=[0.002], in 4.486s
2022-04-19 15:15:28 train.py[line:78] INFO train: epoch=61, iteration=540, loss=4.3470988273620605, lr=[0.002], in 4.485s
2022-04-19 15:15:32 train.py[line:78] INFO train: epoch=61, iteration=560, loss=4.331873893737793, lr=[0.002], in 4.486s
2022-04-19 15:15:37 train.py[line:78] INFO train: epoch=61, iteration=580, loss=3.898916482925415, lr=[0.002], in 4.494s
2022-04-19 15:15:41 train.py[line:78] INFO train: epoch=61, iteration=600, loss=3.41752552986145, lr=[0.002], in 4.680s
2022-04-19 15:15:42 train.py[line:86] INFO -------train exits, epoch=61-------
2022-04-19 15:16:00 train.py[line:78] INFO train: epoch=61, iteration=20, loss=4.5569376945495605, lr=[0.002], in 17.984s
2022-04-19 15:16:05 train.py[line:78] INFO train: epoch=61, iteration=40, loss=4.306877136230469, lr=[0.002], in 4.833s
2022-04-19 15:16:10 train.py[line:78] INFO train: epoch=61, iteration=60, loss=3.5401225090026855, lr=[0.002], in 4.815s
2022-04-19 15:16:14 train.py[line:78] INFO train: epoch=61, iteration=80, loss=4.365092754364014, lr=[0.002], in 4.690s
2022-04-19 15:16:19 train.py[line:78] INFO train: epoch=61, iteration=100, loss=4.303186893463135, lr=[0.002], in 4.470s
2022-04-19 15:16:23 train.py[line:78] INFO train: epoch=61, iteration=120, loss=3.858704090118408, lr=[0.002], in 4.483s
2022-04-19 15:16:28 train.py[line:78] INFO train: epoch=61, iteration=140, loss=3.5154385566711426, lr=[0.002], in 4.466s
2022-04-19 15:16:32 train.py[line:78] INFO train: epoch=61, iteration=160, loss=4.5133957862854, lr=[0.002], in 4.467s
2022-04-19 15:16:37 train.py[line:78] INFO train: epoch=61, iteration=180, loss=4.121536731719971, lr=[0.002], in 4.473s
2022-04-19 15:16:41 train.py[line:78] INFO train: epoch=61, iteration=200, loss=3.4838883876800537, lr=[0.002], in 4.486s
2022-04-19 15:16:46 train.py[line:78] INFO train: epoch=61, iteration=220, loss=4.210338115692139, lr=[0.002], in 4.504s
2022-04-19 15:16:50 train.py[line:78] INFO train: epoch=61, iteration=240, loss=4.346868991851807, lr=[0.002], in 4.516s
2022-04-19 15:16:55 train.py[line:78] INFO train: epoch=61, iteration=260, loss=3.767583131790161, lr=[0.002], in 4.536s
2022-04-19 15:16:59 train.py[line:78] INFO train: epoch=61, iteration=280, loss=3.719299554824829, lr=[0.002], in 4.523s
2022-04-19 15:17:04 train.py[line:78] INFO train: epoch=61, iteration=300, loss=4.326041221618652, lr=[0.002], in 4.494s
2022-04-19 15:17:08 train.py[line:78] INFO train: epoch=61, iteration=320, loss=3.938983678817749, lr=[0.002], in 4.488s
2022-04-19 15:17:13 train.py[line:78] INFO train: epoch=61, iteration=340, loss=3.3071584701538086, lr=[0.002], in 4.495s
2022-04-19 15:17:17 train.py[line:78] INFO train: epoch=61, iteration=360, loss=4.213706970214844, lr=[0.002], in 4.489s
2022-04-19 15:17:22 train.py[line:78] INFO train: epoch=61, iteration=380, loss=4.289733409881592, lr=[0.002], in 4.490s
2022-04-19 15:17:26 train.py[line:78] INFO train: epoch=61, iteration=400, loss=3.5056097507476807, lr=[0.002], in 4.485s
2022-04-19 15:17:31 train.py[line:78] INFO train: epoch=61, iteration=420, loss=4.019486427307129, lr=[0.002], in 4.499s
2022-04-19 15:17:35 train.py[line:78] INFO train: epoch=61, iteration=440, loss=4.369081974029541, lr=[0.002], in 4.487s
2022-04-19 15:17:40 train.py[line:78] INFO train: epoch=61, iteration=460, loss=3.6106274127960205, lr=[0.002], in 4.493s
2022-04-19 15:17:44 train.py[line:78] INFO train: epoch=61, iteration=480, loss=3.3396315574645996, lr=[0.002], in 4.592s
2022-04-19 15:17:50 train.py[line:78] INFO train: epoch=61, iteration=500, loss=4.33000373840332, lr=[0.002], in 5.446s
2022-04-19 15:17:55 train.py[line:78] INFO train: epoch=61, iteration=520, loss=4.287890911102295, lr=[0.002], in 5.041s
2022-04-19 15:17:59 train.py[line:78] INFO train: epoch=61, iteration=540, loss=3.6473519802093506, lr=[0.002], in 4.495s
2022-04-19 15:18:04 train.py[line:78] INFO train: epoch=61, iteration=560, loss=4.355330944061279, lr=[0.002], in 4.500s
2022-04-19 15:18:08 train.py[line:78] INFO train: epoch=61, iteration=580, loss=4.345409870147705, lr=[0.002], in 4.495s
2022-04-19 15:18:13 train.py[line:78] INFO train: epoch=61, iteration=600, loss=3.849424362182617, lr=[0.002], in 4.487s
2022-04-19 15:18:13 train.py[line:86] INFO -------train exits, epoch=61-------
2022-04-19 15:18:34 train.py[line:78] INFO train: epoch=61, iteration=20, loss=3.3092598915100098, lr=[0.002], in 20.112s
2022-04-19 15:18:38 train.py[line:78] INFO train: epoch=61, iteration=40, loss=4.50960636138916, lr=[0.002], in 4.477s
2022-04-19 15:18:43 train.py[line:78] INFO train: epoch=61, iteration=60, loss=4.283289432525635, lr=[0.002], in 4.475s
2022-04-19 15:18:47 train.py[line:78] INFO train: epoch=61, iteration=80, loss=3.3674631118774414, lr=[0.002], in 4.471s
2022-04-19 15:18:52 train.py[line:78] INFO train: epoch=61, iteration=100, loss=4.347083568572998, lr=[0.002], in 4.497s
2022-04-19 15:18:56 train.py[line:78] INFO train: epoch=61, iteration=120, loss=4.321191310882568, lr=[0.002], in 4.894s
2022-04-19 15:19:01 train.py[line:78] INFO train: epoch=61, iteration=140, loss=4.027904510498047, lr=[0.002], in 4.473s
2022-04-19 15:19:05 train.py[line:78] INFO train: epoch=61, iteration=160, loss=3.210186004638672, lr=[0.002], in 4.469s
2022-04-19 15:19:10 train.py[line:78] INFO train: epoch=61, iteration=180, loss=4.5603413581848145, lr=[0.002], in 4.474s
2022-04-19 15:19:14 train.py[line:78] INFO train: epoch=61, iteration=200, loss=4.127077102661133, lr=[0.002], in 4.471s
2022-04-19 15:19:19 train.py[line:78] INFO train: epoch=61, iteration=220, loss=3.161943197250366, lr=[0.002], in 4.483s
2022-04-19 15:19:23 train.py[line:78] INFO train: epoch=61, iteration=240, loss=4.1767072677612305, lr=[0.002], in 4.481s
2022-04-19 15:19:28 train.py[line:78] INFO train: epoch=61, iteration=260, loss=4.36168909072876, lr=[0.002], in 4.499s
2022-04-19 15:19:32 train.py[line:78] INFO train: epoch=61, iteration=280, loss=3.687145948410034, lr=[0.002], in 4.485s
2022-04-19 15:19:37 train.py[line:78] INFO train: epoch=61, iteration=300, loss=3.53231143951416, lr=[0.002], in 4.484s
2022-04-19 15:19:41 train.py[line:78] INFO train: epoch=61, iteration=320, loss=4.363696098327637, lr=[0.002], in 4.485s
2022-04-19 15:19:46 train.py[line:78] INFO train: epoch=61, iteration=340, loss=3.577333927154541, lr=[0.002], in 4.484s
2022-04-19 15:19:50 train.py[line:78] INFO train: epoch=61, iteration=360, loss=2.945605754852295, lr=[0.002], in 4.485s
2022-04-19 15:19:55 train.py[line:78] INFO train: epoch=61, iteration=380, loss=4.2079668045043945, lr=[0.002], in 4.478s
2022-04-19 15:19:59 train.py[line:78] INFO train: epoch=61, iteration=400, loss=4.325271129608154, lr=[0.002], in 4.501s
2022-04-19 15:20:04 train.py[line:78] INFO train: epoch=61, iteration=420, loss=3.4375293254852295, lr=[0.002], in 4.495s
2022-04-19 15:20:08 train.py[line:78] INFO train: epoch=61, iteration=440, loss=3.9363977909088135, lr=[0.002], in 4.480s
2022-04-19 15:20:13 train.py[line:78] INFO train: epoch=61, iteration=460, loss=4.30337381362915, lr=[0.002], in 4.493s
2022-04-19 15:20:17 train.py[line:78] INFO train: epoch=61, iteration=480, loss=3.411497116088867, lr=[0.002], in 4.485s
2022-04-19 15:20:22 train.py[line:78] INFO train: epoch=61, iteration=500, loss=2.962998390197754, lr=[0.002], in 4.484s
2022-04-19 15:20:26 train.py[line:78] INFO train: epoch=61, iteration=520, loss=4.311293601989746, lr=[0.002], in 4.483s
2022-04-19 15:20:31 train.py[line:78] INFO train: epoch=61, iteration=540, loss=4.244469165802002, lr=[0.002], in 4.508s
2022-04-19 15:20:35 train.py[line:78] INFO train: epoch=61, iteration=560, loss=3.4855446815490723, lr=[0.002], in 4.485s
2022-04-19 15:20:40 train.py[line:78] INFO train: epoch=61, iteration=580, loss=4.281222343444824, lr=[0.002], in 4.488s
2022-04-19 15:20:44 train.py[line:78] INFO train: epoch=61, iteration=600, loss=4.2646942138671875, lr=[0.002], in 4.481s
2022-04-19 15:20:45 train.py[line:86] INFO -------train exits, epoch=61-------
2022-04-19 15:21:03 train.py[line:78] INFO train: epoch=61, iteration=20, loss=3.7054078578948975, lr=[0.002], in 17.833s
2022-04-19 15:21:07 train.py[line:78] INFO train: epoch=61, iteration=40, loss=2.824887990951538, lr=[0.002], in 4.950s
2022-04-19 15:21:12 train.py[line:78] INFO train: epoch=61, iteration=60, loss=4.464593887329102, lr=[0.002], in 4.842s
2022-04-19 15:21:17 train.py[line:78] INFO train: epoch=61, iteration=80, loss=4.25874662399292, lr=[0.002], in 4.490s
2022-04-19 15:21:21 train.py[line:78] INFO train: epoch=61, iteration=100, loss=3.2829172611236572, lr=[0.002], in 4.507s
2022-04-19 15:21:26 train.py[line:78] INFO train: epoch=61, iteration=120, loss=4.338545322418213, lr=[0.002], in 4.476s
2022-04-19 15:21:30 train.py[line:78] INFO train: epoch=61, iteration=140, loss=4.368105888366699, lr=[0.002], in 4.472s
2022-04-19 15:21:35 train.py[line:78] INFO train: epoch=61, iteration=160, loss=3.7866299152374268, lr=[0.002], in 4.869s
2022-04-19 15:21:40 train.py[line:78] INFO train: epoch=61, iteration=180, loss=3.193239212036133, lr=[0.002], in 4.593s
2022-04-19 15:21:44 train.py[line:78] INFO train: epoch=61, iteration=200, loss=4.549907684326172, lr=[0.002], in 4.478s
2022-04-19 15:21:49 train.py[line:78] INFO train: epoch=61, iteration=220, loss=4.088205814361572, lr=[0.002], in 4.473s
