2022-04-19 16:48:16 train.py[line:151] INFO YuiConfigPro(RANDOM_SEED=233, DATASET_DIR='D:/A日常/大学/毕业设计/dataset/maestro-v3.0.0/', DATAMETA_NAME='maestro-v3.0.0_tinymp3.csv', WORKSPACE='D:/A日常/大学/毕业设计/code/yui/', MAX_INPUTS_LENGTH=512, MAX_TARGETS_LENGTH=1024, PROGRAM_GRANULARITY='flat', SAMPLE_RATE=16000, FRAME_SIZE=128, HOP_WIDTH=128, NUM_MEL_BINS=256, FFT_SIZE=2048, MEL_LO_HZ=20.0, MEL_HI_HZ=8000.0, PAD_ID=0, ENCODED_EOS_ID=1, ENCODED_UNK_ID=2, EXTRA_IDS=100, DECODED_EOS_ID=-1, DECODED_INVALID_ID=-2, STEPS_PER_SECOND=100, MAX_SHIFT_SECONDS=10, NUM_VELOCITY_BINS=127, CUDA=True, BATCH_SIZE=4, NUM_WORKERS=3, NUM_EPOCHS=160, TRAIN_ITERATION=600, LEARNING_RATE=0.001, OVERFIT_PATIENCE=8)
2022-04-19 16:48:16 train.py[line:153] INFO Using GPU.
2022-04-19 16:48:16 train.py[line:154] INFO GPU number: 1
2022-04-19 16:48:16 train.py[line:177] INFO The model has 4,640,512 trainable parameters
2022-04-19 16:48:18 train.py[line:225] INFO resume training with epoch=20, lr=0.0007589217857457697
2022-04-19 16:48:18 train.py[line:254] INFO -------train loop starts, start_time=1650358098.071s-------
2022-04-19 16:48:34 train.py[line:78] INFO train: epoch=6, iteration=20, loss=4.851537704467773, lr=[tensor(0.0008, device='cuda:0')], in 16.636s
2022-04-19 16:49:14 train.py[line:78] INFO train: epoch=6, iteration=240, loss=2.979478597640991, lr=[tensor(0.0008, device='cuda:0')], in 3.663s
2022-04-19 16:49:18 train.py[line:78] INFO train: epoch=6, iteration=260, loss=3.815065860748291, lr=[tensor(0.0008, device='cuda:0')], in 3.692s
2022-04-19 16:49:22 train.py[line:78] INFO train: epoch=6, iteration=280, loss=4.987605094909668, lr=[tensor(0.0008, device='cuda:0')], in 3.665s
2022-04-19 16:49:25 train.py[line:78] INFO train: epoch=6, iteration=300, loss=4.601350784301758, lr=[tensor(0.0008, device='cuda:0')], in 3.661s
2022-04-19 16:49:29 train.py[line:78] INFO train: epoch=6, iteration=320, loss=2.379721164703369, lr=[tensor(0.0008, device='cuda:0')], in 3.669s
2022-04-19 16:49:33 train.py[line:78] INFO train: epoch=6, iteration=340, loss=3.2501633167266846, lr=[tensor(0.0008, device='cuda:0')], in 3.695s
2022-04-19 16:49:37 train.py[line:78] INFO train: epoch=6, iteration=360, loss=3.6821324825286865, lr=[tensor(0.0008, device='cuda:0')], in 3.663s
2022-04-19 16:49:40 train.py[line:78] INFO train: epoch=6, iteration=380, loss=4.754766941070557, lr=[tensor(0.0008, device='cuda:0')], in 3.669s
2022-04-19 16:49:44 train.py[line:78] INFO train: epoch=6, iteration=400, loss=2.802154302597046, lr=[tensor(0.0008, device='cuda:0')], in 4.184s
2022-04-19 16:49:49 train.py[line:78] INFO train: epoch=6, iteration=420, loss=2.9077978134155273, lr=[tensor(0.0008, device='cuda:0')], in 4.328s
2022-04-19 16:49:52 train.py[line:78] INFO train: epoch=6, iteration=440, loss=3.7441258430480957, lr=[tensor(0.0008, device='cuda:0')], in 3.681s
2022-04-19 16:49:57 train.py[line:78] INFO train: epoch=6, iteration=460, loss=4.9395751953125, lr=[tensor(0.0008, device='cuda:0')], in 4.182s
2022-04-19 16:50:00 train.py[line:78] INFO train: epoch=6, iteration=480, loss=4.563218116760254, lr=[tensor(0.0008, device='cuda:0')], in 3.662s
2022-04-19 16:50:04 train.py[line:78] INFO train: epoch=6, iteration=500, loss=2.2470462322235107, lr=[tensor(0.0008, device='cuda:0')], in 3.702s
2022-04-19 16:50:08 train.py[line:78] INFO train: epoch=6, iteration=520, loss=3.175177574157715, lr=[tensor(0.0008, device='cuda:0')], in 3.695s
2022-04-19 16:50:11 train.py[line:78] INFO train: epoch=6, iteration=540, loss=3.608083486557007, lr=[tensor(0.0008, device='cuda:0')], in 3.667s
2022-04-19 16:50:15 train.py[line:78] INFO train: epoch=6, iteration=560, loss=4.709325313568115, lr=[tensor(0.0008, device='cuda:0')], in 3.674s
2022-04-19 16:50:19 train.py[line:78] INFO train: epoch=6, iteration=580, loss=2.6783945560455322, lr=[tensor(0.0008, device='cuda:0')], in 3.693s
2022-04-19 16:50:22 train.py[line:78] INFO train: epoch=6, iteration=600, loss=2.825610637664795, lr=[tensor(0.0008, device='cuda:0')], in 3.674s
2022-04-19 16:50:23 train.py[line:86] INFO -------train exits, epoch=6-------
2022-04-19 16:50:23 train.py[line:298] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 16:50:40 train.py[line:78] INFO train: epoch=7, iteration=20, loss=3.596883773803711, lr=[tensor(0.0008, device='cuda:0')], in 17.213s
2022-04-19 16:50:44 train.py[line:78] INFO train: epoch=7, iteration=40, loss=4.88466739654541, lr=[tensor(0.0008, device='cuda:0')], in 3.969s
2022-04-19 16:50:48 train.py[line:78] INFO train: epoch=7, iteration=60, loss=4.504857063293457, lr=[tensor(0.0008, device='cuda:0')], in 4.072s
2022-04-19 16:50:52 train.py[line:78] INFO train: epoch=7, iteration=80, loss=2.1610076427459717, lr=[tensor(0.0008, device='cuda:0')], in 3.653s
2022-04-19 16:50:56 train.py[line:78] INFO train: epoch=7, iteration=100, loss=3.0506224632263184, lr=[tensor(0.0008, device='cuda:0')], in 3.980s
2022-04-19 16:51:00 train.py[line:78] INFO train: epoch=7, iteration=120, loss=3.514195203781128, lr=[tensor(0.0008, device='cuda:0')], in 3.837s
2022-04-19 16:51:03 train.py[line:78] INFO train: epoch=7, iteration=140, loss=4.6502604484558105, lr=[tensor(0.0008, device='cuda:0')], in 3.650s
2022-04-19 16:51:07 train.py[line:78] INFO train: epoch=7, iteration=160, loss=2.5666236877441406, lr=[tensor(0.0008, device='cuda:0')], in 3.663s
2022-04-19 16:51:11 train.py[line:78] INFO train: epoch=7, iteration=180, loss=2.7199394702911377, lr=[tensor(0.0008, device='cuda:0')], in 3.945s
2022-04-19 16:51:15 train.py[line:78] INFO train: epoch=7, iteration=200, loss=3.5145363807678223, lr=[tensor(0.0008, device='cuda:0')], in 3.873s
2022-04-19 16:51:19 train.py[line:78] INFO train: epoch=7, iteration=220, loss=4.825190544128418, lr=[tensor(0.0008, device='cuda:0')], in 3.657s
2022-04-19 16:51:22 train.py[line:78] INFO train: epoch=7, iteration=240, loss=4.468958377838135, lr=[tensor(0.0008, device='cuda:0')], in 3.657s
2022-04-19 16:51:26 train.py[line:78] INFO train: epoch=7, iteration=260, loss=2.046461343765259, lr=[tensor(0.0008, device='cuda:0')], in 3.680s
2022-04-19 16:51:30 train.py[line:78] INFO train: epoch=7, iteration=280, loss=2.9957902431488037, lr=[tensor(0.0008, device='cuda:0')], in 3.660s
2022-04-19 16:51:33 train.py[line:78] INFO train: epoch=7, iteration=300, loss=3.3874998092651367, lr=[tensor(0.0008, device='cuda:0')], in 3.652s
2022-04-19 16:51:37 train.py[line:78] INFO train: epoch=7, iteration=320, loss=4.618936538696289, lr=[tensor(0.0008, device='cuda:0')], in 3.658s
2022-04-19 16:51:41 train.py[line:78] INFO train: epoch=7, iteration=340, loss=2.3924686908721924, lr=[tensor(0.0008, device='cuda:0')], in 3.679s
2022-04-19 16:51:44 train.py[line:78] INFO train: epoch=7, iteration=360, loss=2.610694169998169, lr=[tensor(0.0008, device='cuda:0')], in 3.655s
2022-04-19 16:51:48 train.py[line:78] INFO train: epoch=7, iteration=380, loss=3.4180424213409424, lr=[tensor(0.0008, device='cuda:0')], in 3.655s
2022-04-19 16:51:52 train.py[line:78] INFO train: epoch=7, iteration=400, loss=4.77866268157959, lr=[tensor(0.0008, device='cuda:0')], in 3.656s
2022-04-19 16:51:55 train.py[line:78] INFO train: epoch=7, iteration=420, loss=4.394449710845947, lr=[tensor(0.0008, device='cuda:0')], in 3.680s
2022-04-19 16:51:59 train.py[line:78] INFO train: epoch=7, iteration=440, loss=1.911378264427185, lr=[tensor(0.0008, device='cuda:0')], in 3.663s
2022-04-19 16:52:03 train.py[line:78] INFO train: epoch=7, iteration=460, loss=2.898432970046997, lr=[tensor(0.0008, device='cuda:0')], in 3.713s
2022-04-19 16:52:06 train.py[line:78] INFO train: epoch=7, iteration=480, loss=3.3522610664367676, lr=[tensor(0.0008, device='cuda:0')], in 3.655s
2022-04-19 16:52:10 train.py[line:78] INFO train: epoch=7, iteration=500, loss=4.580742835998535, lr=[tensor(0.0008, device='cuda:0')], in 3.677s
2022-04-19 16:52:14 train.py[line:78] INFO train: epoch=7, iteration=520, loss=2.308598279953003, lr=[tensor(0.0008, device='cuda:0')], in 3.687s
2022-04-19 16:52:17 train.py[line:78] INFO train: epoch=7, iteration=540, loss=2.52347993850708, lr=[tensor(0.0008, device='cuda:0')], in 3.660s
2022-04-19 16:52:21 train.py[line:78] INFO train: epoch=7, iteration=560, loss=3.313108444213867, lr=[tensor(0.0008, device='cuda:0')], in 3.658s
2022-04-19 16:52:25 train.py[line:78] INFO train: epoch=7, iteration=580, loss=4.733017444610596, lr=[tensor(0.0008, device='cuda:0')], in 3.682s
2022-04-19 16:52:28 train.py[line:78] INFO train: epoch=7, iteration=600, loss=4.357090473175049, lr=[tensor(0.0008, device='cuda:0')], in 3.663s
2022-04-19 16:52:29 train.py[line:86] INFO -------train exits, epoch=7-------
2022-04-19 16:52:29 train.py[line:298] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 16:52:47 train.py[line:78] INFO train: epoch=7, iteration=20, loss=1.8088880777359009, lr=[tensor(0.0008, device='cuda:0')], in 17.845s
2022-04-19 16:52:51 train.py[line:78] INFO train: epoch=7, iteration=40, loss=2.744277238845825, lr=[tensor(0.0008, device='cuda:0')], in 3.659s
2022-04-19 16:52:54 train.py[line:78] INFO train: epoch=7, iteration=60, loss=3.208735227584839, lr=[tensor(0.0008, device='cuda:0')], in 3.659s
2022-04-19 16:52:58 train.py[line:78] INFO train: epoch=7, iteration=80, loss=4.548843860626221, lr=[tensor(0.0008, device='cuda:0')], in 3.660s
2022-04-19 16:53:02 train.py[line:78] INFO train: epoch=7, iteration=100, loss=2.191453695297241, lr=[tensor(0.0008, device='cuda:0')], in 3.685s
2022-04-19 16:53:05 train.py[line:78] INFO train: epoch=7, iteration=120, loss=2.381267547607422, lr=[tensor(0.0008, device='cuda:0')], in 3.654s
2022-04-19 16:53:09 train.py[line:78] INFO train: epoch=7, iteration=140, loss=3.2112069129943848, lr=[tensor(0.0008, device='cuda:0')], in 3.664s
2022-04-19 16:53:13 train.py[line:78] INFO train: epoch=7, iteration=160, loss=4.681191444396973, lr=[tensor(0.0008, device='cuda:0')], in 3.661s
2022-04-19 16:53:16 train.py[line:78] INFO train: epoch=7, iteration=180, loss=4.275064945220947, lr=[tensor(0.0008, device='cuda:0')], in 3.689s
2022-04-19 16:53:20 train.py[line:78] INFO train: epoch=7, iteration=200, loss=1.73076593875885, lr=[tensor(0.0008, device='cuda:0')], in 3.664s
2022-04-19 16:53:24 train.py[line:78] INFO train: epoch=7, iteration=220, loss=2.7117419242858887, lr=[tensor(0.0008, device='cuda:0')], in 3.714s
2022-04-19 16:53:27 train.py[line:78] INFO train: epoch=7, iteration=240, loss=3.128373861312866, lr=[tensor(0.0008, device='cuda:0')], in 3.663s
2022-04-19 16:53:31 train.py[line:78] INFO train: epoch=7, iteration=260, loss=4.489716529846191, lr=[tensor(0.0009, device='cuda:0')], in 3.695s
2022-04-19 16:53:35 train.py[line:78] INFO train: epoch=7, iteration=280, loss=2.0886871814727783, lr=[tensor(0.0009, device='cuda:0')], in 3.669s
2022-04-19 16:53:38 train.py[line:78] INFO train: epoch=7, iteration=300, loss=2.270909309387207, lr=[tensor(0.0009, device='cuda:0')], in 3.674s
2022-04-19 16:53:42 train.py[line:78] INFO train: epoch=7, iteration=320, loss=3.1362762451171875, lr=[tensor(0.0009, device='cuda:0')], in 3.669s
2022-04-19 16:53:46 train.py[line:78] INFO train: epoch=7, iteration=340, loss=4.621951580047607, lr=[tensor(0.0009, device='cuda:0')], in 4.118s
2022-04-19 16:53:50 train.py[line:78] INFO train: epoch=7, iteration=360, loss=4.253462791442871, lr=[tensor(0.0009, device='cuda:0')], in 3.940s
2022-04-19 16:53:54 train.py[line:78] INFO train: epoch=7, iteration=380, loss=1.5804859399795532, lr=[tensor(0.0009, device='cuda:0')], in 3.662s
2022-04-19 16:53:57 train.py[line:78] INFO train: epoch=7, iteration=400, loss=2.5834598541259766, lr=[tensor(0.0009, device='cuda:0')], in 3.673s
2022-04-19 16:54:01 train.py[line:78] INFO train: epoch=7, iteration=420, loss=3.074058771133423, lr=[tensor(0.0009, device='cuda:0')], in 3.688s
2022-04-19 16:54:05 train.py[line:78] INFO train: epoch=7, iteration=440, loss=4.460594654083252, lr=[tensor(0.0009, device='cuda:0')], in 3.676s
2022-04-19 16:54:08 train.py[line:78] INFO train: epoch=7, iteration=460, loss=2.0197694301605225, lr=[tensor(0.0009, device='cuda:0')], in 3.671s
2022-04-19 16:54:12 train.py[line:78] INFO train: epoch=7, iteration=480, loss=2.2190115451812744, lr=[tensor(0.0009, device='cuda:0')], in 3.678s
2022-04-19 16:54:16 train.py[line:78] INFO train: epoch=7, iteration=500, loss=3.051470994949341, lr=[tensor(0.0009, device='cuda:0')], in 3.700s
2022-04-19 16:54:19 train.py[line:78] INFO train: epoch=7, iteration=520, loss=4.594063758850098, lr=[tensor(0.0009, device='cuda:0')], in 3.672s
2022-04-19 16:54:23 train.py[line:78] INFO train: epoch=7, iteration=540, loss=4.2002644538879395, lr=[tensor(0.0009, device='cuda:0')], in 3.665s
2022-04-19 16:54:27 train.py[line:78] INFO train: epoch=7, iteration=560, loss=1.5368456840515137, lr=[tensor(0.0009, device='cuda:0')], in 4.098s
2022-04-19 16:54:31 train.py[line:78] INFO train: epoch=7, iteration=580, loss=2.559691905975342, lr=[tensor(0.0009, device='cuda:0')], in 4.031s
2022-04-19 16:54:35 train.py[line:78] INFO train: epoch=7, iteration=600, loss=2.9729697704315186, lr=[tensor(0.0009, device='cuda:0')], in 3.678s
2022-04-19 16:54:36 train.py[line:86] INFO -------train exits, epoch=7-------
2022-04-19 16:54:36 train.py[line:298] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 16:54:53 train.py[line:78] INFO train: epoch=7, iteration=20, loss=4.393043518066406, lr=[tensor(0.0009, device='cuda:0')], in 17.171s
2022-04-19 16:54:56 train.py[line:78] INFO train: epoch=7, iteration=40, loss=1.8879927396774292, lr=[tensor(0.0009, device='cuda:0')], in 3.669s
2022-04-19 16:55:00 train.py[line:78] INFO train: epoch=7, iteration=60, loss=2.1358983516693115, lr=[tensor(0.0009, device='cuda:0')], in 3.664s
2022-04-19 16:55:04 train.py[line:78] INFO train: epoch=7, iteration=80, loss=2.9792985916137695, lr=[tensor(0.0009, device='cuda:0')], in 3.659s
2022-04-19 16:55:08 train.py[line:78] INFO train: epoch=7, iteration=100, loss=4.509824752807617, lr=[tensor(0.0009, device='cuda:0')], in 3.713s
2022-04-19 16:55:11 train.py[line:78] INFO train: epoch=7, iteration=120, loss=4.160926342010498, lr=[tensor(0.0009, device='cuda:0')], in 3.670s
2022-04-19 16:55:15 train.py[line:78] INFO train: epoch=7, iteration=140, loss=1.4835925102233887, lr=[tensor(0.0009, device='cuda:0')], in 3.687s
2022-04-19 16:55:19 train.py[line:78] INFO train: epoch=7, iteration=160, loss=2.4460501670837402, lr=[tensor(0.0009, device='cuda:0')], in 4.379s
2022-04-19 16:55:23 train.py[line:78] INFO train: epoch=7, iteration=180, loss=2.884944200515747, lr=[tensor(0.0009, device='cuda:0')], in 3.704s
2022-04-19 16:55:27 train.py[line:78] INFO train: epoch=7, iteration=200, loss=4.3510966300964355, lr=[tensor(0.0009, device='cuda:0')], in 4.339s
2022-04-19 16:55:31 train.py[line:78] INFO train: epoch=7, iteration=220, loss=1.722400188446045, lr=[tensor(0.0009, device='cuda:0')], in 4.185s
2022-04-19 16:55:36 train.py[line:78] INFO train: epoch=7, iteration=240, loss=2.058542490005493, lr=[tensor(0.0009, device='cuda:0')], in 4.127s
2022-04-19 16:55:39 train.py[line:78] INFO train: epoch=7, iteration=260, loss=2.8253941535949707, lr=[tensor(0.0009, device='cuda:0')], in 3.771s
2022-04-19 16:55:43 train.py[line:78] INFO train: epoch=7, iteration=280, loss=4.4687371253967285, lr=[tensor(0.0009, device='cuda:0')], in 3.688s
2022-04-19 16:55:47 train.py[line:78] INFO train: epoch=7, iteration=300, loss=4.114466667175293, lr=[tensor(0.0009, device='cuda:0')], in 3.694s
2022-04-19 16:55:50 train.py[line:78] INFO train: epoch=7, iteration=320, loss=1.3257750272750854, lr=[tensor(0.0009, device='cuda:0')], in 3.665s
2022-04-19 16:55:54 train.py[line:78] INFO train: epoch=7, iteration=340, loss=2.326369285583496, lr=[tensor(0.0009, device='cuda:0')], in 3.688s
2022-04-19 16:55:58 train.py[line:78] INFO train: epoch=7, iteration=360, loss=2.842027425765991, lr=[tensor(0.0009, device='cuda:0')], in 3.665s
2022-04-19 16:56:01 train.py[line:78] INFO train: epoch=7, iteration=380, loss=4.324979305267334, lr=[tensor(0.0009, device='cuda:0')], in 3.663s
2022-04-19 16:56:05 train.py[line:78] INFO train: epoch=7, iteration=400, loss=1.708251953125, lr=[tensor(0.0009, device='cuda:0')], in 3.706s
2022-04-19 16:56:09 train.py[line:78] INFO train: epoch=7, iteration=420, loss=1.9650790691375732, lr=[tensor(0.0009, device='cuda:0')], in 3.777s
2022-04-19 16:56:13 train.py[line:78] INFO train: epoch=7, iteration=440, loss=2.729717254638672, lr=[tensor(0.0009, device='cuda:0')], in 3.684s
2022-04-19 16:56:16 train.py[line:78] INFO train: epoch=7, iteration=460, loss=4.434261322021484, lr=[tensor(0.0009, device='cuda:0')], in 3.677s
2022-04-19 16:56:20 train.py[line:78] INFO train: epoch=7, iteration=480, loss=4.068272590637207, lr=[tensor(0.0009, device='cuda:0')], in 3.679s
2022-04-19 16:56:24 train.py[line:78] INFO train: epoch=7, iteration=500, loss=1.2922430038452148, lr=[tensor(0.0009, device='cuda:0')], in 3.698s
2022-04-19 16:56:27 train.py[line:78] INFO train: epoch=7, iteration=520, loss=2.2780025005340576, lr=[tensor(0.0009, device='cuda:0')], in 3.680s
2022-04-19 16:56:31 train.py[line:78] INFO train: epoch=7, iteration=540, loss=2.7568023204803467, lr=[tensor(0.0009, device='cuda:0')], in 3.683s
2022-04-19 16:56:35 train.py[line:78] INFO train: epoch=7, iteration=560, loss=4.2998576164245605, lr=[tensor(0.0009, device='cuda:0')], in 3.683s
2022-04-19 16:56:38 train.py[line:78] INFO train: epoch=7, iteration=580, loss=1.588451623916626, lr=[tensor(0.0009, device='cuda:0')], in 3.699s
2022-04-19 16:56:42 train.py[line:78] INFO train: epoch=7, iteration=600, loss=1.8398537635803223, lr=[tensor(0.0009, device='cuda:0')], in 3.682s
2022-04-19 16:56:43 train.py[line:86] INFO -------train exits, epoch=7-------
2022-04-19 16:56:43 train.py[line:298] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 16:57:02 train.py[line:78] INFO train: epoch=8, iteration=20, loss=2.6629655361175537, lr=[tensor(0.0009, device='cuda:0')], in 18.771s
2022-04-19 16:57:06 train.py[line:78] INFO train: epoch=8, iteration=40, loss=4.395050048828125, lr=[tensor(0.0009, device='cuda:0')], in 4.151s
2022-04-19 16:57:09 train.py[line:78] INFO train: epoch=8, iteration=60, loss=4.0394134521484375, lr=[tensor(0.0009, device='cuda:0')], in 3.670s
2022-04-19 16:57:13 train.py[line:78] INFO train: epoch=8, iteration=80, loss=1.1877241134643555, lr=[tensor(0.0009, device='cuda:0')], in 3.693s
2022-04-19 16:57:17 train.py[line:78] INFO train: epoch=8, iteration=100, loss=2.151170492172241, lr=[tensor(0.0009, device='cuda:0')], in 4.133s
2022-04-19 16:57:21 train.py[line:78] INFO train: epoch=8, iteration=120, loss=2.647972345352173, lr=[tensor(0.0009, device='cuda:0')], in 3.768s
2022-04-19 16:57:25 train.py[line:78] INFO train: epoch=8, iteration=140, loss=4.269246578216553, lr=[tensor(0.0009, device='cuda:0')], in 3.675s
2022-04-19 16:57:28 train.py[line:78] INFO train: epoch=8, iteration=160, loss=1.531699776649475, lr=[tensor(0.0009, device='cuda:0')], in 3.725s
2022-04-19 16:57:32 train.py[line:78] INFO train: epoch=8, iteration=180, loss=1.723926067352295, lr=[tensor(0.0009, device='cuda:0')], in 3.695s
2022-04-19 16:57:36 train.py[line:78] INFO train: epoch=8, iteration=200, loss=2.552286148071289, lr=[tensor(0.0009, device='cuda:0')], in 3.667s
2022-04-19 16:57:39 train.py[line:78] INFO train: epoch=8, iteration=220, loss=4.350214958190918, lr=[tensor(0.0009, device='cuda:0')], in 3.672s
2022-04-19 16:57:44 train.py[line:78] INFO train: epoch=8, iteration=240, loss=3.988590717315674, lr=[tensor(0.0009, device='cuda:0')], in 4.182s
2022-04-19 16:57:47 train.py[line:78] INFO train: epoch=8, iteration=260, loss=1.1300506591796875, lr=[tensor(0.0009, device='cuda:0')], in 3.693s
2022-04-19 16:57:51 train.py[line:78] INFO train: epoch=8, iteration=280, loss=2.101489305496216, lr=[tensor(0.0009, device='cuda:0')], in 3.659s
2022-04-19 16:57:55 train.py[line:78] INFO train: epoch=8, iteration=300, loss=2.530484676361084, lr=[tensor(0.0009, device='cuda:0')], in 3.663s
2022-04-19 16:57:58 train.py[line:78] INFO train: epoch=8, iteration=320, loss=4.233591556549072, lr=[tensor(0.0009, device='cuda:0')], in 3.666s
2022-04-19 16:58:02 train.py[line:78] INFO train: epoch=8, iteration=340, loss=1.4007961750030518, lr=[tensor(0.0009, device='cuda:0')], in 3.692s
2022-04-19 16:58:06 train.py[line:78] INFO train: epoch=8, iteration=360, loss=1.7173398733139038, lr=[tensor(0.0009, device='cuda:0')], in 3.663s
2022-04-19 16:58:09 train.py[line:78] INFO train: epoch=8, iteration=380, loss=2.531857490539551, lr=[tensor(0.0009, device='cuda:0')], in 3.663s
2022-04-19 16:58:13 train.py[line:78] INFO train: epoch=8, iteration=400, loss=4.316451072692871, lr=[tensor(0.0009, device='cuda:0')], in 3.663s
2022-04-19 16:58:17 train.py[line:78] INFO train: epoch=8, iteration=420, loss=3.922950029373169, lr=[tensor(0.0009, device='cuda:0')], in 3.687s
2022-04-19 16:58:20 train.py[line:78] INFO train: epoch=8, iteration=440, loss=1.091500163078308, lr=[tensor(0.0009, device='cuda:0')], in 3.664s
2022-04-19 16:58:24 train.py[line:78] INFO train: epoch=8, iteration=460, loss=2.005854606628418, lr=[tensor(0.0009, device='cuda:0')], in 3.664s
2022-04-19 16:58:28 train.py[line:78] INFO train: epoch=8, iteration=480, loss=2.503995656967163, lr=[tensor(0.0009, device='cuda:0')], in 3.660s
2022-04-19 16:58:31 train.py[line:78] INFO train: epoch=8, iteration=500, loss=4.160483360290527, lr=[tensor(0.0009, device='cuda:0')], in 3.688s
2022-04-19 16:58:35 train.py[line:78] INFO train: epoch=8, iteration=520, loss=1.3624544143676758, lr=[tensor(0.0009, device='cuda:0')], in 3.662s
2022-04-19 16:58:39 train.py[line:78] INFO train: epoch=8, iteration=540, loss=1.559152364730835, lr=[tensor(0.0009, device='cuda:0')], in 3.665s
2022-04-19 16:58:43 train.py[line:78] INFO train: epoch=8, iteration=560, loss=2.4227590560913086, lr=[tensor(0.0009, device='cuda:0')], in 3.889s
2022-04-19 16:58:46 train.py[line:78] INFO train: epoch=8, iteration=580, loss=4.2215070724487305, lr=[tensor(0.0009, device='cuda:0')], in 3.845s
2022-04-19 16:58:50 train.py[line:78] INFO train: epoch=8, iteration=600, loss=3.888673782348633, lr=[tensor(0.0009, device='cuda:0')], in 3.667s
2022-04-19 16:58:51 train.py[line:86] INFO -------train exits, epoch=8-------
2022-04-19 16:58:51 train.py[line:298] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 16:59:12 train.py[line:78] INFO train: epoch=8, iteration=20, loss=0.9988724589347839, lr=[tensor(0.0010, device='cuda:0')], in 20.782s
2022-04-19 16:59:15 train.py[line:78] INFO train: epoch=8, iteration=40, loss=1.9478793144226074, lr=[tensor(0.0010, device='cuda:0')], in 3.707s
2022-04-19 16:59:19 train.py[line:78] INFO train: epoch=8, iteration=60, loss=2.398515224456787, lr=[tensor(0.0010, device='cuda:0')], in 3.647s
