2022-04-19 15:55:20 train.py[line:151] INFO YuiConfigPro(RANDOM_SEED=233, DATASET_DIR='D:/A日常/大学/毕业设计/dataset/maestro-v3.0.0/', DATAMETA_NAME='maestro-v3.0.0_tinymp3.csv', WORKSPACE='D:/A日常/大学/毕业设计/code/yui/', MAX_INPUTS_LENGTH=512, MAX_TARGETS_LENGTH=1024, PROGRAM_GRANULARITY='flat', SAMPLE_RATE=16000, FRAME_SIZE=128, HOP_WIDTH=128, NUM_MEL_BINS=256, FFT_SIZE=2048, MEL_LO_HZ=20.0, MEL_HI_HZ=8000.0, PAD_ID=0, ENCODED_EOS_ID=1, ENCODED_UNK_ID=2, EXTRA_IDS=100, DECODED_EOS_ID=-1, DECODED_INVALID_ID=-2, STEPS_PER_SECOND=100, MAX_SHIFT_SECONDS=10, NUM_VELOCITY_BINS=127, CUDA=True, BATCH_SIZE=4, NUM_WORKERS=3, NUM_EPOCHS=160, TRAIN_ITERATION=600, LEARNING_RATE=0.001, OVERFIT_PATIENCE=8)
2022-04-19 15:55:20 train.py[line:153] INFO Using GPU.
2022-04-19 15:55:20 train.py[line:154] INFO GPU number: 1
2022-04-19 15:55:20 train.py[line:177] INFO The model has 4,640,512 trainable parameters
2022-04-19 15:55:20 train.py[line:254] INFO -------train loop starts, start_time=1650354920.491s-------
2022-04-19 15:55:39 train.py[line:78] INFO train: epoch=0, iteration=20, loss=8.514854431152344, lr=[tensor(2.0006e-06, device='cuda:0')], in 18.870s
2022-04-19 15:56:20 train.py[line:78] INFO train: epoch=0, iteration=240, loss=8.56556224822998, lr=[tensor(1.5005e-05, device='cuda:0')], in 3.659s
2022-04-19 15:56:24 train.py[line:78] INFO train: epoch=0, iteration=260, loss=8.592925071716309, lr=[tensor(1.7005e-05, device='cuda:0')], in 3.678s
2022-04-19 15:56:28 train.py[line:78] INFO train: epoch=0, iteration=280, loss=8.584864616394043, lr=[tensor(1.8006e-05, device='cuda:0')], in 3.660s
2022-04-19 15:56:32 train.py[line:78] INFO train: epoch=0, iteration=300, loss=8.593453407287598, lr=[tensor(1.9006e-05, device='cuda:0')], in 4.143s
2022-04-19 15:56:35 train.py[line:78] INFO train: epoch=0, iteration=320, loss=8.563782691955566, lr=[tensor(2.0006e-05, device='cuda:0')], in 3.668s
2022-04-19 15:56:39 train.py[line:78] INFO train: epoch=0, iteration=340, loss=8.544051170349121, lr=[tensor(2.2007e-05, device='cuda:0')], in 3.691s
2022-04-19 15:56:43 train.py[line:78] INFO train: epoch=0, iteration=360, loss=8.536974906921387, lr=[tensor(2.3007e-05, device='cuda:0')], in 3.679s
2022-04-19 15:56:47 train.py[line:78] INFO train: epoch=0, iteration=380, loss=8.505948066711426, lr=[tensor(2.4008e-05, device='cuda:0')], in 4.010s
2022-04-19 15:56:50 train.py[line:78] INFO train: epoch=0, iteration=400, loss=8.581551551818848, lr=[tensor(2.5008e-05, device='cuda:0')], in 3.664s
2022-04-19 15:56:55 train.py[line:78] INFO train: epoch=0, iteration=420, loss=8.537473678588867, lr=[tensor(2.7009e-05, device='cuda:0')], in 4.178s
2022-04-19 15:56:58 train.py[line:78] INFO train: epoch=0, iteration=440, loss=8.53239917755127, lr=[tensor(2.8009e-05, device='cuda:0')], in 3.690s
2022-04-19 15:57:02 train.py[line:78] INFO train: epoch=0, iteration=460, loss=8.56675910949707, lr=[tensor(2.9009e-05, device='cuda:0')], in 3.675s
2022-04-19 15:57:06 train.py[line:78] INFO train: epoch=0, iteration=480, loss=8.572256088256836, lr=[tensor(3.0010e-05, device='cuda:0')], in 3.669s
2022-04-19 15:57:09 train.py[line:78] INFO train: epoch=0, iteration=500, loss=8.551847457885742, lr=[tensor(3.2010e-05, device='cuda:0')], in 3.710s
2022-04-19 15:57:13 train.py[line:78] INFO train: epoch=0, iteration=520, loss=8.559891700744629, lr=[tensor(3.3011e-05, device='cuda:0')], in 3.674s
2022-04-19 15:57:17 train.py[line:78] INFO train: epoch=0, iteration=540, loss=8.511863708496094, lr=[tensor(3.4011e-05, device='cuda:0')], in 3.672s
2022-04-19 15:57:21 train.py[line:78] INFO train: epoch=0, iteration=560, loss=8.500990867614746, lr=[tensor(3.5011e-05, device='cuda:0')], in 3.994s
2022-04-19 15:57:24 train.py[line:78] INFO train: epoch=0, iteration=580, loss=8.550633430480957, lr=[tensor(3.7012e-05, device='cuda:0')], in 3.698s
2022-04-19 15:57:28 train.py[line:78] INFO train: epoch=0, iteration=600, loss=8.530571937561035, lr=[tensor(3.8012e-05, device='cuda:0')], in 3.669s
2022-04-19 15:57:29 train.py[line:86] INFO -------train exits, epoch=0-------
2022-04-19 15:57:46 train.py[line:78] INFO train: epoch=0, iteration=20, loss=8.518393516540527, lr=[tensor(4.0013e-05, device='cuda:0')], in 17.417s
2022-04-19 15:57:50 train.py[line:78] INFO train: epoch=0, iteration=40, loss=8.54977035522461, lr=[tensor(4.1013e-05, device='cuda:0')], in 3.651s
2022-04-19 15:57:53 train.py[line:78] INFO train: epoch=0, iteration=60, loss=8.547646522521973, lr=[tensor(4.2014e-05, device='cuda:0')], in 3.653s
2022-04-19 15:57:57 train.py[line:78] INFO train: epoch=0, iteration=80, loss=8.536107063293457, lr=[tensor(4.3014e-05, device='cuda:0')], in 3.653s
2022-04-19 15:58:01 train.py[line:78] INFO train: epoch=0, iteration=100, loss=8.529425621032715, lr=[tensor(4.5015e-05, device='cuda:0')], in 3.726s
2022-04-19 15:58:05 train.py[line:78] INFO train: epoch=0, iteration=120, loss=8.519718170166016, lr=[tensor(4.6015e-05, device='cuda:0')], in 3.680s
2022-04-19 15:58:08 train.py[line:78] INFO train: epoch=0, iteration=140, loss=8.48698902130127, lr=[tensor(4.7015e-05, device='cuda:0')], in 3.665s
2022-04-19 15:58:12 train.py[line:78] INFO train: epoch=0, iteration=160, loss=8.526649475097656, lr=[tensor(4.8015e-05, device='cuda:0')], in 3.666s
2022-04-19 15:58:16 train.py[line:78] INFO train: epoch=0, iteration=180, loss=8.49022102355957, lr=[tensor(5.0016e-05, device='cuda:0')], in 3.694s
2022-04-19 15:58:19 train.py[line:78] INFO train: epoch=0, iteration=200, loss=8.482444763183594, lr=[tensor(5.1016e-05, device='cuda:0')], in 3.676s
2022-04-19 15:58:23 train.py[line:78] INFO train: epoch=0, iteration=220, loss=8.492171287536621, lr=[tensor(5.2017e-05, device='cuda:0')], in 3.667s
2022-04-19 15:58:27 train.py[line:78] INFO train: epoch=0, iteration=240, loss=8.505335807800293, lr=[tensor(5.3017e-05, device='cuda:0')], in 3.660s
2022-04-19 15:58:30 train.py[line:78] INFO train: epoch=0, iteration=260, loss=8.511209487915039, lr=[tensor(5.5018e-05, device='cuda:0')], in 3.693s
2022-04-19 15:58:34 train.py[line:78] INFO train: epoch=0, iteration=280, loss=8.476249694824219, lr=[tensor(5.6018e-05, device='cuda:0')], in 3.682s
2022-04-19 15:58:38 train.py[line:78] INFO train: epoch=0, iteration=300, loss=8.493027687072754, lr=[tensor(5.7018e-05, device='cuda:0')], in 3.671s
2022-04-19 15:58:41 train.py[line:78] INFO train: epoch=0, iteration=320, loss=8.445215225219727, lr=[tensor(5.8019e-05, device='cuda:0')], in 3.687s
2022-04-19 15:58:45 train.py[line:78] INFO train: epoch=0, iteration=340, loss=8.494366645812988, lr=[tensor(6.0019e-05, device='cuda:0')], in 3.777s
2022-04-19 15:58:49 train.py[line:78] INFO train: epoch=0, iteration=360, loss=8.474051475524902, lr=[tensor(6.1020e-05, device='cuda:0')], in 4.441s
2022-04-19 15:58:53 train.py[line:78] INFO train: epoch=0, iteration=380, loss=8.424193382263184, lr=[tensor(6.2020e-05, device='cuda:0')], in 3.695s
2022-04-19 15:58:57 train.py[line:78] INFO train: epoch=0, iteration=400, loss=8.462867736816406, lr=[tensor(6.3020e-05, device='cuda:0')], in 3.667s
2022-04-19 15:59:01 train.py[line:78] INFO train: epoch=0, iteration=420, loss=8.463973045349121, lr=[tensor(6.5021e-05, device='cuda:0')], in 3.705s
2022-04-19 15:59:04 train.py[line:78] INFO train: epoch=0, iteration=440, loss=8.466133117675781, lr=[tensor(6.6021e-05, device='cuda:0')], in 3.677s
2022-04-19 15:59:08 train.py[line:78] INFO train: epoch=0, iteration=460, loss=8.459538459777832, lr=[tensor(6.7021e-05, device='cuda:0')], in 4.142s
2022-04-19 15:59:12 train.py[line:78] INFO train: epoch=0, iteration=480, loss=8.45846176147461, lr=[tensor(6.8022e-05, device='cuda:0')], in 3.666s
2022-04-19 15:59:16 train.py[line:78] INFO train: epoch=0, iteration=500, loss=8.381271362304688, lr=[tensor(7.0022e-05, device='cuda:0')], in 3.680s
2022-04-19 15:59:20 train.py[line:78] INFO train: epoch=0, iteration=520, loss=8.482791900634766, lr=[tensor(7.1023e-05, device='cuda:0')], in 4.035s
2022-04-19 15:59:23 train.py[line:78] INFO train: epoch=0, iteration=540, loss=8.436985969543457, lr=[tensor(7.2023e-05, device='cuda:0')], in 3.698s
2022-04-19 15:59:27 train.py[line:78] INFO train: epoch=0, iteration=560, loss=8.372784614562988, lr=[tensor(7.3023e-05, device='cuda:0')], in 3.663s
2022-04-19 15:59:31 train.py[line:78] INFO train: epoch=0, iteration=580, loss=8.432487487792969, lr=[tensor(7.5024e-05, device='cuda:0')], in 3.700s
2022-04-19 15:59:34 train.py[line:78] INFO train: epoch=0, iteration=600, loss=8.420583724975586, lr=[tensor(7.6024e-05, device='cuda:0')], in 3.672s
2022-04-19 15:59:35 train.py[line:86] INFO -------train exits, epoch=0-------
2022-04-19 15:59:56 train.py[line:78] INFO train: epoch=0, iteration=20, loss=8.437092781066895, lr=[tensor(7.8025e-05, device='cuda:0')], in 20.638s
2022-04-19 15:59:59 train.py[line:78] INFO train: epoch=0, iteration=40, loss=8.431025505065918, lr=[tensor(7.9025e-05, device='cuda:0')], in 3.654s
2022-04-19 16:00:04 train.py[line:78] INFO train: epoch=0, iteration=60, loss=8.365421295166016, lr=[tensor(8.0025e-05, device='cuda:0')], in 4.857s
2022-04-19 16:00:08 train.py[line:78] INFO train: epoch=0, iteration=80, loss=8.36038589477539, lr=[tensor(8.1026e-05, device='cuda:0')], in 3.657s
2022-04-19 16:00:12 train.py[line:78] INFO train: epoch=0, iteration=100, loss=8.433886528015137, lr=[tensor(8.3026e-05, device='cuda:0')], in 4.189s
2022-04-19 16:00:16 train.py[line:78] INFO train: epoch=0, iteration=120, loss=8.393475532531738, lr=[tensor(8.4026e-05, device='cuda:0')], in 3.936s
2022-04-19 16:00:20 train.py[line:78] INFO train: epoch=0, iteration=140, loss=8.360647201538086, lr=[tensor(8.5027e-05, device='cuda:0')], in 4.022s
2022-04-19 16:00:24 train.py[line:78] INFO train: epoch=0, iteration=160, loss=8.374939918518066, lr=[tensor(8.6027e-05, device='cuda:0')], in 3.694s
2022-04-19 16:00:28 train.py[line:78] INFO train: epoch=0, iteration=180, loss=8.351930618286133, lr=[tensor(8.8027e-05, device='cuda:0')], in 3.747s
2022-04-19 16:00:31 train.py[line:78] INFO train: epoch=0, iteration=200, loss=8.399898529052734, lr=[tensor(8.9028e-05, device='cuda:0')], in 3.673s
2022-04-19 16:00:35 train.py[line:78] INFO train: epoch=0, iteration=220, loss=8.33021068572998, lr=[tensor(9.0028e-05, device='cuda:0')], in 3.668s
2022-04-19 16:00:39 train.py[line:78] INFO train: epoch=0, iteration=240, loss=8.329545021057129, lr=[tensor(9.1028e-05, device='cuda:0')], in 3.690s
2022-04-19 16:00:42 train.py[line:78] INFO train: epoch=0, iteration=260, loss=8.308260917663574, lr=[tensor(9.3029e-05, device='cuda:0')], in 3.696s
2022-04-19 16:00:46 train.py[line:78] INFO train: epoch=0, iteration=280, loss=8.393351554870605, lr=[tensor(9.4029e-05, device='cuda:0')], in 3.671s
2022-04-19 16:00:50 train.py[line:78] INFO train: epoch=0, iteration=300, loss=8.339214324951172, lr=[tensor(9.5029e-05, device='cuda:0')], in 3.666s
2022-04-19 16:00:54 train.py[line:78] INFO train: epoch=0, iteration=320, loss=8.311920166015625, lr=[tensor(9.6030e-05, device='cuda:0')], in 4.043s
2022-04-19 16:00:58 train.py[line:78] INFO train: epoch=0, iteration=340, loss=8.285573959350586, lr=[tensor(9.8030e-05, device='cuda:0')], in 4.219s
2022-04-19 16:01:02 train.py[line:78] INFO train: epoch=0, iteration=360, loss=8.305062294006348, lr=[tensor(9.9030e-05, device='cuda:0')], in 3.679s
2022-04-19 16:01:05 train.py[line:78] INFO train: epoch=0, iteration=380, loss=8.32821273803711, lr=[tensor(0.0001, device='cuda:0')], in 3.671s
2022-04-19 16:01:09 train.py[line:78] INFO train: epoch=0, iteration=400, loss=8.323246955871582, lr=[tensor(0.0001, device='cuda:0')], in 3.664s
2022-04-19 16:01:13 train.py[line:78] INFO train: epoch=0, iteration=420, loss=8.230816841125488, lr=[tensor(0.0001, device='cuda:0')], in 3.689s
2022-04-19 16:01:16 train.py[line:78] INFO train: epoch=0, iteration=440, loss=8.260944366455078, lr=[tensor(0.0001, device='cuda:0')], in 3.669s
2022-04-19 16:01:20 train.py[line:78] INFO train: epoch=0, iteration=460, loss=8.34205150604248, lr=[tensor(0.0001, device='cuda:0')], in 3.668s
2022-04-19 16:01:24 train.py[line:78] INFO train: epoch=0, iteration=480, loss=8.282889366149902, lr=[tensor(0.0001, device='cuda:0')], in 3.665s
2022-04-19 16:01:27 train.py[line:78] INFO train: epoch=0, iteration=500, loss=8.217182159423828, lr=[tensor(0.0001, device='cuda:0')], in 3.685s
2022-04-19 16:01:31 train.py[line:78] INFO train: epoch=0, iteration=520, loss=8.226628303527832, lr=[tensor(0.0001, device='cuda:0')], in 3.661s
2022-04-19 16:01:35 train.py[line:78] INFO train: epoch=0, iteration=540, loss=8.265707015991211, lr=[tensor(0.0001, device='cuda:0')], in 3.663s
2022-04-19 16:01:38 train.py[line:78] INFO train: epoch=0, iteration=560, loss=8.276016235351562, lr=[tensor(0.0001, device='cuda:0')], in 3.672s
2022-04-19 16:01:42 train.py[line:78] INFO train: epoch=0, iteration=580, loss=8.222412109375, lr=[tensor(0.0001, device='cuda:0')], in 3.685s
2022-04-19 16:01:46 train.py[line:78] INFO train: epoch=0, iteration=600, loss=8.183981895446777, lr=[tensor(0.0001, device='cuda:0')], in 3.663s
2022-04-19 16:01:46 train.py[line:86] INFO -------train exits, epoch=0-------
2022-04-19 16:02:04 train.py[line:78] INFO train: epoch=1, iteration=20, loss=8.207682609558105, lr=[tensor(0.0001, device='cuda:0')], in 17.441s
2022-04-19 16:02:07 train.py[line:78] INFO train: epoch=1, iteration=40, loss=8.284786224365234, lr=[tensor(0.0001, device='cuda:0')], in 3.648s
2022-04-19 16:02:11 train.py[line:78] INFO train: epoch=1, iteration=60, loss=8.214686393737793, lr=[tensor(0.0001, device='cuda:0')], in 3.652s
2022-04-19 16:02:15 train.py[line:78] INFO train: epoch=1, iteration=80, loss=8.165384292602539, lr=[tensor(0.0001, device='cuda:0')], in 3.653s
2022-04-19 16:02:18 train.py[line:78] INFO train: epoch=1, iteration=100, loss=8.152142524719238, lr=[tensor(0.0001, device='cuda:0')], in 3.681s
2022-04-19 16:02:23 train.py[line:78] INFO train: epoch=1, iteration=120, loss=8.160564422607422, lr=[tensor(0.0001, device='cuda:0')], in 4.176s
2022-04-19 16:02:26 train.py[line:78] INFO train: epoch=1, iteration=140, loss=8.219793319702148, lr=[tensor(0.0001, device='cuda:0')], in 3.734s
2022-04-19 16:02:30 train.py[line:78] INFO train: epoch=1, iteration=160, loss=8.167387008666992, lr=[tensor(0.0001, device='cuda:0')], in 3.688s
2022-04-19 16:02:34 train.py[line:78] INFO train: epoch=1, iteration=180, loss=8.118850708007812, lr=[tensor(0.0001, device='cuda:0')], in 3.711s
2022-04-19 16:02:37 train.py[line:78] INFO train: epoch=1, iteration=200, loss=8.147127151489258, lr=[tensor(0.0001, device='cuda:0')], in 3.684s
2022-04-19 16:02:41 train.py[line:78] INFO train: epoch=1, iteration=220, loss=8.239705085754395, lr=[tensor(0.0001, device='cuda:0')], in 3.663s
2022-04-19 16:02:45 train.py[line:78] INFO train: epoch=1, iteration=240, loss=8.137932777404785, lr=[tensor(0.0001, device='cuda:0')], in 3.663s
2022-04-19 16:02:48 train.py[line:78] INFO train: epoch=1, iteration=260, loss=8.037108421325684, lr=[tensor(0.0001, device='cuda:0')], in 3.682s
2022-04-19 16:02:52 train.py[line:78] INFO train: epoch=1, iteration=280, loss=8.060367584228516, lr=[tensor(0.0001, device='cuda:0')], in 3.660s
2022-04-19 16:02:56 train.py[line:78] INFO train: epoch=1, iteration=300, loss=8.080262184143066, lr=[tensor(0.0001, device='cuda:0')], in 4.352s
2022-04-19 16:03:00 train.py[line:78] INFO train: epoch=1, iteration=320, loss=8.14731502532959, lr=[tensor(0.0001, device='cuda:0')], in 3.668s
2022-04-19 16:03:04 train.py[line:78] INFO train: epoch=1, iteration=340, loss=8.088935852050781, lr=[tensor(0.0001, device='cuda:0')], in 3.692s
2022-04-19 16:03:07 train.py[line:78] INFO train: epoch=1, iteration=360, loss=8.02840518951416, lr=[tensor(0.0001, device='cuda:0')], in 3.674s
2022-04-19 16:03:11 train.py[line:78] INFO train: epoch=1, iteration=380, loss=8.06672191619873, lr=[tensor(0.0001, device='cuda:0')], in 3.657s
2022-04-19 16:03:15 train.py[line:78] INFO train: epoch=1, iteration=400, loss=8.160176277160645, lr=[tensor(0.0001, device='cuda:0')], in 3.661s
2022-04-19 16:03:18 train.py[line:78] INFO train: epoch=1, iteration=420, loss=8.071087837219238, lr=[tensor(0.0001, device='cuda:0')], in 3.687s
2022-04-19 16:03:22 train.py[line:78] INFO train: epoch=1, iteration=440, loss=7.923232555389404, lr=[tensor(0.0001, device='cuda:0')], in 3.665s
2022-04-19 16:03:26 train.py[line:78] INFO train: epoch=1, iteration=460, loss=7.961095809936523, lr=[tensor(0.0001, device='cuda:0')], in 3.687s
2022-04-19 16:03:30 train.py[line:78] INFO train: epoch=1, iteration=480, loss=7.982462406158447, lr=[tensor(0.0001, device='cuda:0')], in 3.776s
2022-04-19 16:03:34 train.py[line:78] INFO train: epoch=1, iteration=500, loss=8.065155029296875, lr=[tensor(0.0001, device='cuda:0')], in 4.280s
2022-04-19 16:03:38 train.py[line:78] INFO train: epoch=1, iteration=520, loss=8.037616729736328, lr=[tensor(0.0001, device='cuda:0')], in 3.673s
2022-04-19 16:03:41 train.py[line:78] INFO train: epoch=1, iteration=540, loss=7.936013698577881, lr=[tensor(0.0001, device='cuda:0')], in 3.669s
2022-04-19 16:03:45 train.py[line:78] INFO train: epoch=1, iteration=560, loss=7.992635726928711, lr=[tensor(0.0001, device='cuda:0')], in 3.667s
2022-04-19 16:03:49 train.py[line:78] INFO train: epoch=1, iteration=580, loss=8.094210624694824, lr=[tensor(0.0002, device='cuda:0')], in 3.829s
2022-04-19 16:03:52 train.py[line:78] INFO train: epoch=1, iteration=600, loss=8.004405975341797, lr=[tensor(0.0002, device='cuda:0')], in 3.669s
2022-04-19 16:03:53 train.py[line:86] INFO -------train exits, epoch=1-------
2022-04-19 16:04:12 train.py[line:78] INFO train: epoch=1, iteration=20, loss=7.856786727905273, lr=[tensor(0.0002, device='cuda:0')], in 18.964s
2022-04-19 16:04:16 train.py[line:78] INFO train: epoch=1, iteration=40, loss=7.857343673706055, lr=[tensor(0.0002, device='cuda:0')], in 3.657s
2022-04-19 16:04:19 train.py[line:78] INFO train: epoch=1, iteration=60, loss=7.907198429107666, lr=[tensor(0.0002, device='cuda:0')], in 3.668s
2022-04-19 16:04:23 train.py[line:78] INFO train: epoch=1, iteration=80, loss=8.01134204864502, lr=[tensor(0.0002, device='cuda:0')], in 3.662s
2022-04-19 16:04:27 train.py[line:78] INFO train: epoch=1, iteration=100, loss=7.9240641593933105, lr=[tensor(0.0002, device='cuda:0')], in 3.680s
2022-04-19 16:04:30 train.py[line:78] INFO train: epoch=1, iteration=120, loss=7.825364589691162, lr=[tensor(0.0002, device='cuda:0')], in 3.660s
2022-04-19 16:04:34 train.py[line:78] INFO train: epoch=1, iteration=140, loss=7.910625457763672, lr=[tensor(0.0002, device='cuda:0')], in 3.687s
2022-04-19 16:04:38 train.py[line:78] INFO train: epoch=1, iteration=160, loss=8.024544715881348, lr=[tensor(0.0002, device='cuda:0')], in 3.660s
2022-04-19 16:04:41 train.py[line:78] INFO train: epoch=1, iteration=180, loss=7.89348840713501, lr=[tensor(0.0002, device='cuda:0')], in 3.682s
2022-04-19 16:04:45 train.py[line:78] INFO train: epoch=1, iteration=200, loss=7.780200004577637, lr=[tensor(0.0002, device='cuda:0')], in 3.658s
2022-04-19 16:04:49 train.py[line:78] INFO train: epoch=1, iteration=220, loss=7.770869255065918, lr=[tensor(0.0002, device='cuda:0')], in 3.656s
2022-04-19 16:04:52 train.py[line:78] INFO train: epoch=1, iteration=240, loss=7.819200038909912, lr=[tensor(0.0002, device='cuda:0')], in 3.668s
2022-04-19 16:04:56 train.py[line:78] INFO train: epoch=1, iteration=260, loss=7.930851936340332, lr=[tensor(0.0002, device='cuda:0')], in 3.682s
2022-04-19 16:05:00 train.py[line:78] INFO train: epoch=1, iteration=280, loss=7.849964141845703, lr=[tensor(0.0002, device='cuda:0')], in 3.656s
2022-04-19 16:05:04 train.py[line:78] INFO train: epoch=1, iteration=300, loss=7.78177547454834, lr=[tensor(0.0002, device='cuda:0')], in 4.672s
2022-04-19 16:05:08 train.py[line:78] INFO train: epoch=1, iteration=320, loss=7.852948188781738, lr=[tensor(0.0002, device='cuda:0')], in 3.664s
2022-04-19 16:05:12 train.py[line:78] INFO train: epoch=1, iteration=340, loss=7.950965881347656, lr=[tensor(0.0002, device='cuda:0')], in 3.680s
2022-04-19 16:05:15 train.py[line:78] INFO train: epoch=1, iteration=360, loss=7.829922199249268, lr=[tensor(0.0002, device='cuda:0')], in 3.657s
2022-04-19 16:05:19 train.py[line:78] INFO train: epoch=1, iteration=380, loss=7.702098846435547, lr=[tensor(0.0002, device='cuda:0')], in 3.655s
2022-04-19 16:05:23 train.py[line:78] INFO train: epoch=1, iteration=400, loss=7.677363395690918, lr=[tensor(0.0002, device='cuda:0')], in 3.657s
2022-04-19 16:05:26 train.py[line:78] INFO train: epoch=1, iteration=420, loss=7.7603230476379395, lr=[tensor(0.0002, device='cuda:0')], in 3.677s
2022-04-19 16:05:30 train.py[line:78] INFO train: epoch=1, iteration=440, loss=7.843066692352295, lr=[tensor(0.0002, device='cuda:0')], in 3.661s
2022-04-19 16:05:34 train.py[line:78] INFO train: epoch=1, iteration=460, loss=7.822887420654297, lr=[tensor(0.0002, device='cuda:0')], in 4.199s
2022-04-19 16:05:38 train.py[line:78] INFO train: epoch=1, iteration=480, loss=7.679290294647217, lr=[tensor(0.0002, device='cuda:0')], in 3.695s
2022-04-19 16:05:42 train.py[line:78] INFO train: epoch=1, iteration=500, loss=7.745681285858154, lr=[tensor(0.0002, device='cuda:0')], in 3.717s
2022-04-19 16:05:45 train.py[line:78] INFO train: epoch=1, iteration=520, loss=7.89080810546875, lr=[tensor(0.0002, device='cuda:0')], in 3.667s
2022-04-19 16:05:49 train.py[line:78] INFO train: epoch=1, iteration=540, loss=7.745408058166504, lr=[tensor(0.0002, device='cuda:0')], in 3.920s
2022-04-19 16:05:53 train.py[line:78] INFO train: epoch=1, iteration=560, loss=7.610623359680176, lr=[tensor(0.0002, device='cuda:0')], in 3.667s
2022-04-19 16:05:57 train.py[line:78] INFO train: epoch=1, iteration=580, loss=7.58957576751709, lr=[tensor(0.0002, device='cuda:0')], in 3.695s
2022-04-19 16:06:00 train.py[line:78] INFO train: epoch=1, iteration=600, loss=7.66731595993042, lr=[tensor(0.0002, device='cuda:0')], in 3.654s
2022-04-19 16:06:01 train.py[line:86] INFO -------train exits, epoch=1-------
2022-04-19 16:06:01 train.py[line:299] INFO save model and statistics to D:/A日常/大学/毕业设计/code/yui/checkpoints
2022-04-19 16:06:22 train.py[line:78] INFO train: epoch=1, iteration=20, loss=7.776551246643066, lr=[tensor(0.0002, device='cuda:0')], in 21.285s
2022-04-19 16:06:26 train.py[line:78] INFO train: epoch=1, iteration=40, loss=7.69327974319458, lr=[tensor(0.0002, device='cuda:0')], in 3.645s
2022-04-19 16:06:30 train.py[line:78] INFO train: epoch=1, iteration=60, loss=7.603140830993652, lr=[tensor(0.0002, device='cuda:0')], in 3.644s
2022-04-19 16:06:33 train.py[line:78] INFO train: epoch=1, iteration=80, loss=7.680522918701172, lr=[tensor(0.0002, device='cuda:0')], in 3.664s
2022-04-19 16:06:37 train.py[line:78] INFO train: epoch=1, iteration=100, loss=7.815812587738037, lr=[tensor(0.0002, device='cuda:0')], in 3.698s
